MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation
SE1804024,Average,6,6.5,120,103,17,85.83,17.17,0,3,3,1,0,0,6,7,Medium,0,False,70.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804025,AtRisk,5,5.25,120,76,44,63.33,15.2,24,4,6,1,2,0,7,15,High,1,False,38.0,Complete at least 24 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804026,Good,4,7.71,120,75,45,62.5,18.75,25,1,0,1,0,0,5,5,Low,0,False,68.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804027,Good,3,7.68,120,55,65,45.83,18.33,45,1,0,0,0,0,6,4,Low,0,False,64.5,Complete at least 45 more credits. Retake failed courses as soon as possible.
SE1804028,Average,6,6.53,120,99,21,82.5,16.5,1,1,2,2,0,0,6,7,Medium,0,False,70.5,Complete at least 1 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804029,Good,1,7.43,120,18,102,15.0,18.0,82,1,0,1,0,0,6,6,Medium,0,False,40.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804030,Excellent,5,8.6,120,97,23,80.83,19.4,3,0,0,0,0,0,6,1,Low,0,False,88.5,Complete at least 3 more credits.
SE1804031,Critical,5,4.2,120,59,61,49.17,11.8,41,6,6,2,2,2,7,23,High,1,False,1.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804032,Good,4,8.18,120,82,38,68.33,20.5,18,1,2,1,0,0,6,6,Medium,0,False,68.0,Complete at least 18 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804033,LateStarter,3,6.39,120,38,82,31.67,12.67,62,4,5,0,1,0,6,11,High,1,False,32.0,Complete at least 62 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804034,Average,4,6.85,120,64,56,53.33,16.0,36,3,4,0,1,0,5,10,Medium,0,False,50.0,Complete at least 36 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804035,Excellent,7,9.18,120,120,0,100.0,17.14,0,0,0,0,0,0,8,0,Low,0,True,100.0,You are ready for OJT.
SE1804036,Average,5,6.99,120,90,30,75.0,18.0,10,2,1,0,1,0,7,6,Medium,0,False,72.0,Complete at least 10 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804037,Average,4,6.14,120,72,48,60.0,18.0,28,1,1,2,0,0,6,8,Medium,0,False,59.0,Complete at least 28 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804038,Average,5,6.68,120,84,36,70.0,16.8,16,2,3,0,1,0,7,8,Medium,0,False,65.0,Complete at least 16 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804039,Good,3,7.5,120,54,66,45.0,18.0,46,0,2,1,0,0,5,6,Medium,0,False,57.0,Complete at least 46 more credits. Complete all prerequisite courses.
SE1804040,Excellent,4,8.8,120,80,40,66.67,20.0,20,0,0,0,0,0,6,2,Low,0,False,80.0,Complete at least 20 more credits.
SE1804041,Average,8,6.66,120,112,8,93.33,14.0,0,1,4,1,1,0,8,8,Medium,0,False,74.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804042,Average,6,6.36,120,104,16,86.67,17.33,0,2,4,0,1,0,7,6,Medium,0,True,73.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804043,Excellent,4,9.55,120,72,48,60.0,18.0,28,0,0,0,0,0,6,2,Low,0,False,76.0,Complete at least 28 more credits.
SE1804044,Average,2,6.13,120,31,89,25.83,15.5,69,2,4,2,0,0,5,10,Medium,0,False,29.5,Complete at least 69 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804045,AtRisk,3,5.86,120,44,76,36.67,14.67,56,4,4,2,1,0,6,15,High,1,False,25.0,Complete at least 56 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804046,LateStarter,5,6.37,120,80,40,66.67,16.0,20,2,5,0,1,0,6,9,Medium,0,False,59.0,Complete at least 20 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804047,Critical,4,3.79,120,41,79,34.17,10.25,59,7,6,2,3,2,5,23,High,1,False,0.0,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804048,LateStarter,4,7.13,120,71,49,59.17,17.75,29,2,5,1,0,0,6,8,Medium,0,False,53.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804049,Average,5,6.05,120,92,28,76.67,18.4,8,2,4,1,1,0,7,9,Medium,0,False,61.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804050,AtRisk,5,5.75,120,78,42,65.0,15.6,22,4,3,1,2,1,7,16,High,1,False,37.0,Complete at least 22 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804051,Recovery,2,6.78,120,32,88,26.67,16.0,68,1,2,1,0,0,6,8,Medium,0,False,43.0,Complete at least 68 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804052,AtRisk,4,5.15,120,60,60,50.0,15.0,40,4,5,2,2,0,5,17,High,1,False,26.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804053,Average,3,6.93,120,45,75,37.5,15.0,55,2,1,1,0,0,6,8,Medium,0,False,48.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804054,Average,2,6.38,120,38,82,31.67,19.0,62,3,1,1,0,0,6,9,Medium,0,False,42.0,Complete at least 62 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804055,Average,5,6.96,120,82,38,68.33,16.4,18,1,3,0,1,0,7,8,Medium,0,False,67.0,Complete at least 18 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804056,Excellent,1,9.74,120,20,100,16.67,20.0,80,0,0,0,0,0,5,3,Low,0,False,50.0,Complete at least 80 more credits.
SE1804057,Average,6,6.62,120,93,27,77.5,15.5,7,3,4,1,1,0,7,10,Medium,0,False,58.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804058,Average,4,6.69,120,61,59,50.83,15.25,39,3,2,2,1,0,5,12,High,1,False,40.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804059,Average,4,6.86,120,69,51,57.5,17.25,31,2,3,2,0,0,5,10,Medium,0,False,50.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804060,Average,3,6.35,120,57,63,47.5,19.0,43,2,2,1,1,0,6,10,Medium,0,False,47.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804061,AtRisk,5,5.03,120,69,51,57.5,13.8,31,5,3,2,2,0,6,17,High,1,False,31.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804062,Good,8,8.34,120,120,0,100.0,15.0,0,1,1,0,0,0,8,2,Low,0,True,95.0,Retake failed courses as soon as possible.
SE1804063,Good,5,7.56,120,99,21,82.5,19.8,1,1,0,1,0,0,7,4,Low,0,False,80.5,Complete at least 1 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804064,AtRisk,7,5.5,120,95,25,79.17,13.57,5,4,6,3,1,0,8,15,High,1,False,40.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804065,Critical,3,4.43,120,32,88,26.67,10.67,68,8,5,4,2,1,6,22,High,1,False,0.0,Complete at least 68 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804066,Excellent,4,8.99,120,78,42,65.0,19.5,22,0,0,0,0,0,5,2,Low,0,False,79.0,Complete at least 22 more credits.
SE1804067,Good,4,7.63,120,70,50,58.33,17.5,30,1,1,1,0,0,5,6,Medium,0,False,64.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804068,AtRisk,7,5.58,120,107,13,89.17,15.29,0,5,5,2,2,1,8,17,High,1,False,38.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804069,Excellent,2,9.35,120,44,76,36.67,22.0,56,0,0,0,0,0,5,3,Low,0,False,62.0,Complete at least 56 more credits.
SE1804070,AtRisk,6,5.09,120,95,25,79.17,15.83,5,3,5,1,2,0,7,14,High,1,False,52.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804071,AtRisk,5,5.44,120,81,39,67.5,16.2,19,4,3,2,2,0,7,15,High,1,False,40.5,Complete at least 19 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804072,Good,3,8.44,120,60,60,50.0,20.0,40,0,2,1,0,0,6,6,Medium,0,False,60.0,Complete at least 40 more credits. Complete all prerequisite courses.
SE1804073,Excellent,5,9.36,120,93,27,77.5,18.6,7,0,0,0,0,0,7,1,Low,0,False,86.5,Complete at least 7 more credits.
SE1804074,Good,5,8.21,120,100,20,83.33,20.0,0,0,1,0,0,0,6,1,Low,0,True,88.0,You are ready for OJT.
SE1804075,Good,3,7.71,120,56,64,46.67,18.67,44,0,2,1,0,0,6,6,Medium,0,False,58.0,Complete at least 44 more credits. Complete all prerequisite courses.
SE1804076,Average,6,6.88,120,92,28,76.67,15.33,8,1,4,2,0,0,7,8,Medium,0,False,63.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804077,Good,3,7.53,120,56,64,46.67,18.67,44,0,2,0,0,0,5,4,Low,0,False,64.0,Complete at least 44 more credits.
SE1804078,AtRisk,3,5.25,120,37,83,30.83,12.33,63,5,5,2,1,0,6,17,High,1,False,16.5,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804079,Good,2,8.44,120,39,81,32.5,19.5,61,0,1,1,0,0,6,6,Medium,0,False,51.5,Complete at least 61 more credits. Complete all prerequisite courses.
SE1804080,Recovery,4,5.86,120,72,48,60.0,18.0,28,2,4,0,0,0,5,8,Medium,0,False,62.0,Complete at least 28 more credits. Retake failed courses as soon as possible.
SE1804081,Average,3,6.19,120,49,71,40.83,16.33,51,1,2,2,0,0,5,9,Medium,0,False,45.5,Complete at least 51 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804082,AtRisk,3,5.4,120,38,82,31.67,12.67,62,4,4,1,1,1,5,16,High,1,False,20.0,Complete at least 62 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804083,Average,7,6.43,120,109,11,90.83,15.57,0,2,3,2,0,0,8,7,Medium,0,False,70.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804084,AtRisk,4,5.44,120,64,56,53.33,16.0,36,4,4,3,2,1,5,19,High,1,False,16.0,Complete at least 36 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804085,AtRisk,3,5.48,120,46,74,38.33,15.33,54,4,4,3,2,1,6,19,High,1,False,7.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804086,AtRisk,5,5.87,120,78,42,65.0,15.6,22,3,6,3,2,1,6,19,High,1,False,22.0,Complete at least 22 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804087,AtRisk,1,5.07,120,14,106,11.67,14.0,86,5,4,1,2,1,5,18,High,1,False,0.0,Complete at least 86 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804088,Good,3,8.36,120,58,62,48.33,19.33,42,0,0,0,0,0,5,3,Low,0,False,69.0,Complete at least 42 more credits.
SE1804089,Average,2,6.4,120,38,82,31.67,19.0,62,1,2,0,1,0,5,8,Medium,0,False,47.0,Complete at least 62 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804090,Critical,6,3.83,120,81,39,67.5,13.5,19,7,6,2,2,2,7,22,High,1,False,9.5,Complete at least 19 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804091,AtRisk,5,5.24,120,83,37,69.17,16.6,17,5,3,2,2,0,7,16,High,1,False,38.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804092,AtRisk,6,5.57,120,84,36,70.0,14.0,16,3,6,2,1,1,6,17,High,1,False,36.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804093,Good,4,7.09,120,74,46,61.67,18.5,26,0,0,1,0,0,6,4,Low,0,False,71.0,Complete at least 26 more credits. Complete all prerequisite courses.
SE1804094,Critical,4,4.45,120,44,76,36.67,11.0,56,6,7,2,2,2,5,23,High,1,False,0.0,Complete at least 56 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804095,Recovery,6,6.14,120,96,24,80.0,16.0,4,1,2,0,1,0,6,6,Medium,0,False,76.0,Complete at least 4 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804096,Good,4,7.91,120,77,43,64.17,19.25,23,1,2,0,0,0,5,4,Low,0,False,71.5,Complete at least 23 more credits. Retake failed courses as soon as possible.
SE1804097,Excellent,8,9.22,120,117,3,97.5,14.62,0,0,0,0,0,0,8,0,Low,0,True,98.5,You are ready for OJT.
SE1804098,Excellent,4,9.13,120,73,47,60.83,18.25,27,0,0,0,0,0,6,2,Low,0,False,76.5,Complete at least 27 more credits.
SE1804099,LateStarter,4,6.4,120,71,49,59.17,17.75,29,4,5,0,1,0,5,10,Medium,0,False,48.5,Complete at least 29 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804100,Good,1,8.33,120,19,101,15.83,19.0,81,0,0,1,0,0,6,5,Low,0,False,43.5,Complete at least 81 more credits. Complete all prerequisite courses.
SE1804101,AtRisk,4,5.63,120,59,61,49.17,14.75,41,4,5,3,2,1,5,20,High,1,False,11.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804102,Excellent,3,8.84,120,55,65,45.83,18.33,45,0,0,0,0,0,5,3,Low,0,False,67.5,Complete at least 45 more credits.
SE1804103,Average,5,6.17,120,90,30,75.0,18.0,10,2,1,0,1,0,7,6,Medium,0,False,72.0,Complete at least 10 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804104,Average,6,6.29,120,94,26,78.33,15.67,6,3,4,1,1,0,7,10,Medium,0,False,59.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804105,Average,2,6.81,120,39,81,32.5,19.5,61,1,3,1,0,0,6,9,Medium,0,False,44.5,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804106,LateStarter,6,6.44,120,103,17,85.83,17.17,0,3,4,2,0,0,7,8,Medium,0,False,62.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804107,Average,4,6.36,120,60,60,50.0,15.0,40,3,4,2,1,0,5,13,High,1,False,36.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804108,AtRisk,2,5.78,120,25,95,20.83,12.5,75,5,3,1,2,0,6,16,High,1,False,15.5,Complete at least 75 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804109,Good,3,8.2,120,55,65,45.83,18.33,45,1,2,1,0,0,5,7,Medium,0,False,54.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804110,Excellent,3,8.55,120,63,57,52.5,21.0,37,0,0,0,0,0,6,3,Low,0,False,71.5,Complete at least 37 more credits.
SE1804111,Good,3,8.45,120,50,70,41.67,16.67,50,0,0,1,0,0,6,5,Low,0,False,59.0,Complete at least 50 more credits. Complete all prerequisite courses.
SE1804112,Good,7,7.34,120,114,6,95.0,16.29,0,0,1,0,0,0,8,1,Low,0,True,95.0,You are ready for OJT.
SE1804113,Good,2,7.13,120,41,79,34.17,20.5,59,0,2,1,0,0,6,6,Medium,0,False,50.5,Complete at least 59 more credits. Complete all prerequisite courses.
SE1804114,Excellent,5,9.41,120,101,19,84.17,20.2,0,0,0,0,0,0,7,0,Low,0,True,90.5,You are ready for OJT.
SE1804115,AtRisk,6,5.23,120,93,27,77.5,15.5,7,3,6,1,2,1,6,16,High,1,False,41.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804116,Average,4,6.36,120,68,52,56.67,17.0,32,1,2,2,0,0,5,9,Medium,0,False,55.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804117,AtRisk,8,5.78,120,112,8,93.33,14.0,0,4,3,1,2,1,8,14,High,1,False,54.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804118,Good,4,7.25,120,77,43,64.17,19.25,23,0,0,1,0,0,6,4,Low,0,False,72.5,Complete at least 23 more credits. Complete all prerequisite courses.
SE1804119,Good,5,7.86,120,93,27,77.5,18.6,7,1,0,1,0,0,6,4,Low,0,False,77.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804120,Good,4,8.02,120,82,38,68.33,20.5,18,1,2,1,0,0,5,6,Medium,0,False,68.0,Complete at least 18 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804121,Good,4,8.36,120,77,43,64.17,19.25,23,0,1,0,0,0,5,3,Low,0,False,76.5,Complete at least 23 more credits.
SE1804122,Good,7,7.14,120,112,8,93.33,16.0,0,0,2,1,0,0,8,3,Low,0,False,86.0,Complete all prerequisite courses.
SE1804123,Good,6,7.46,120,105,15,87.5,17.5,0,1,1,1,0,0,6,4,Low,0,False,81.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804124,Average,7,6.47,120,108,12,90.0,15.43,0,1,1,2,1,0,8,8,Medium,0,False,72.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804125,Average,3,6.93,120,55,65,45.83,18.33,45,1,3,1,0,0,6,9,Medium,0,False,52.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804126,Excellent,2,9.97,120,37,83,30.83,18.5,63,0,0,0,0,0,6,3,Low,0,False,58.5,Complete at least 63 more credits.
SE1804127,Good,5,7.05,120,89,31,74.17,17.8,11,0,1,0,0,0,6,2,Low,0,False,82.5,Complete at least 11 more credits.
SE1804128,Average,1,6.24,120,18,102,15.0,18.0,82,2,4,1,1,0,5,11,High,1,False,24.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804129,Excellent,5,9.5,120,100,20,83.33,20.0,0,0,0,0,0,0,6,0,Low,0,True,90.0,You are ready for OJT.
SE1804130,Critical,2,4.13,120,22,98,18.33,11.0,78,6,7,4,2,2,5,24,High,1,False,0.0,Complete at least 78 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804131,AtRisk,3,5.99,120,41,79,34.17,13.67,59,4,6,2,1,1,5,18,High,1,False,11.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804132,Good,7,7.09,120,114,6,95.0,16.29,0,1,0,0,0,0,8,1,Low,0,True,94.0,Retake failed courses as soon as possible.
SE1804133,Recovery,3,5.85,120,50,70,41.67,16.67,50,2,2,1,0,0,6,10,Medium,0,False,49.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804134,Recovery,4,6.12,120,59,61,49.17,14.75,41,2,3,1,1,0,5,11,High,1,False,46.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804135,AtRisk,3,5.94,120,48,72,40.0,16.0,52,4,5,1,2,0,6,16,High,1,False,26.0,Complete at least 52 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804136,Average,3,6.1,120,48,72,40.0,16.0,52,2,1,0,1,0,5,8,Medium,0,False,51.0,Complete at least 52 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804137,Average,5,6.01,120,95,25,79.17,19.0,5,3,1,2,1,0,7,10,Medium,0,False,59.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804138,Average,4,6.11,120,67,53,55.83,16.75,33,1,3,0,1,0,6,9,Medium,0,False,59.5,Complete at least 33 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804139,Average,6,6.24,120,100,20,83.33,16.67,0,3,2,1,1,0,7,8,Medium,0,False,66.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804140,AtRisk,4,5.09,120,63,57,52.5,15.75,37,5,5,1,2,0,5,17,High,1,False,30.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804141,Average,6,6.48,120,102,18,85.0,17.0,0,1,3,0,0,0,6,4,Low,0,True,82.0,Retake failed courses as soon as possible.
SE1804142,Excellent,5,9.28,120,102,18,85.0,20.4,0,0,0,0,0,0,6,0,Low,0,True,91.0,You are ready for OJT.
SE1804143,Good,6,8.4,120,100,20,83.33,16.67,0,1,1,0,0,0,7,2,Low,0,True,85.0,Retake failed courses as soon as possible.
SE1804144,AtRisk,4,5.5,120,62,58,51.67,15.5,38,3,4,2,1,1,5,17,High,1,False,29.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804145,Excellent,4,8.9,120,84,36,70.0,21.0,16,0,0,0,0,0,6,2,Low,0,False,82.0,Complete at least 16 more credits.
SE1804146,Average,3,6.75,120,47,73,39.17,15.67,53,3,1,1,1,0,5,11,High,1,False,41.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804147,AtRisk,6,5.21,120,84,36,70.0,14.0,16,3,5,2,2,1,6,18,High,1,False,33.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804148,Good,6,8.06,120,103,17,85.83,17.17,0,1,1,0,0,0,7,2,Low,0,True,86.5,Retake failed courses as soon as possible.
SE1804149,Average,7,6.26,120,106,14,88.33,15.14,0,2,2,1,1,0,8,7,Medium,0,False,72.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804150,Good,3,7.73,120,61,59,50.83,20.33,39,1,1,0,0,0,5,5,Low,0,False,65.5,Complete at least 39 more credits. Retake failed courses as soon as possible.
SE1804151,Excellent,3,8.55,120,63,57,52.5,21.0,37,0,0,0,0,0,6,3,Low,0,False,71.5,Complete at least 37 more credits.
SE1804152,Excellent,5,8.93,120,100,20,83.33,20.0,0,0,0,0,0,0,6,0,Low,0,True,90.0,You are ready for OJT.
SE1804153,Critical,5,4.03,120,72,48,60.0,14.4,28,8,8,4,2,2,7,23,High,1,False,0.0,Complete at least 28 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804154,Average,3,6.21,120,54,66,45.0,18.0,46,2,4,0,0,0,6,7,Medium,0,False,53.0,Complete at least 46 more credits. Retake failed courses as soon as possible.
SE1804155,LateStarter,6,6.27,120,96,24,80.0,16.0,4,2,3,1,0,0,6,7,Medium,0,False,70.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804156,Good,3,7.16,120,57,63,47.5,19.0,43,1,0,1,0,0,6,6,Medium,0,False,59.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804157,Average,5,6.95,120,89,31,74.17,17.8,11,3,1,0,0,0,6,5,Low,0,False,73.5,Complete at least 11 more credits. Retake failed courses as soon as possible.
SE1804158,Good,6,8.35,120,108,12,90.0,18.0,0,1,0,1,0,0,7,3,Low,0,False,85.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804159,Good,6,7.16,120,107,13,89.17,17.83,0,0,2,1,0,0,7,3,Low,0,False,83.5,Complete all prerequisite courses.
SE1804160,Average,2,6.94,120,31,89,25.83,15.5,69,2,2,0,1,0,5,8,Medium,0,False,40.5,Complete at least 69 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804161,Average,6,6.21,120,94,26,78.33,15.67,6,2,1,2,0,0,7,7,Medium,0,False,67.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1804162,AtRisk,3,5.71,120,44,76,36.67,14.67,56,5,4,3,1,0,6,17,High,1,False,16.0,Complete at least 56 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804163,Average,8,6.43,120,119,1,99.17,14.88,0,1,1,0,0,0,8,3,Low,0,True,94.5,Retake failed courses as soon as possible.
SE1804164,Average,5,6.57,120,92,28,76.67,18.4,8,1,3,1,1,0,6,9,Medium,0,False,66.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804165,Average,4,6.97,120,60,60,50.0,15.0,40,2,2,1,1,0,5,10,Medium,0,False,49.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804166,Recovery,5,5.9,120,79,41,65.83,15.8,21,1,4,0,0,0,6,8,Medium,0,False,68.5,Complete at least 21 more credits. Retake failed courses as soon as possible.
SE1804167,AtRisk,2,5.9,120,28,92,23.33,14.0,72,4,6,3,1,1,6,19,High,1,False,0.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804168,AtRisk,3,5.07,120,41,79,34.17,13.67,59,4,5,1,2,0,5,16,High,1,False,22.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804169,AtRisk,4,5.02,120,63,57,52.5,15.75,37,4,6,1,2,0,5,16,High,1,False,31.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1804170,Excellent,5,9.98,120,103,17,85.83,20.6,0,0,0,0,0,0,6,0,Low,0,True,91.5,You are ready for OJT.
SE1804171,Average,4,6.72,120,66,54,55.0,16.5,34,2,1,0,1,0,5,8,Medium,0,False,60.0,Complete at least 34 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
